comment_id,note_key,user_key,user_name,user_urlname,user_icon,commented_at,body
nccf6a0de97290,n04a058090875,904168ea381928705fcf73787b6b6406,かおるこ,kaoruko_999,https://assets.st-note.com/production/uploads/images/271834950/profile_36df079e6d96b1bcc5fb79e12938733b.png?fit=bounds&format=jpeg&quality=85&width=330,2026-05-23T00:00:08.370+09:00,"フォローありがとうございます！✨
とても嬉しいです😊
まだnote始めたばかりです。
よろしくお願いします🌿"
nc6500afca7790,n04a058090875,9fbb14f963f531e8587499ccc49f9e7c,メイシン,mei_shin,https://assets.st-note.com/production/uploads/images/241162803/profile_0028379334c6bde12d7cac1220b4e6a0.png?fit=bounds&format=jpeg&quality=85&width=330,2026-05-22T21:32:14.856+09:00,"いやいや、ふらちゃんの記事は
ダイナミックなパワーと
膨大なエネルギーと
恐ろしいイラストクオリティと
大爆笑を秘めた
人を励ます巻物！？
いい例えが見つからない🤣
でも人生の大事なことを笑いとばしながら
伝授してくれる秘伝の巻物って感じがします！！

いつもふらちゃん、ありがとー💕と叫びたくなりますヾ(≧▽≦)ﾉ
"
nc72bfe831408f,n04a058090875,386b2a3482d0ca257e6beeddcbac2d95,メモ魔┃4コマ漫画,memoma_manga,https://assets.st-note.com/production/uploads/images/277605460/profile_445e1112a5d46733e5dbaf4320399f89.png?fit=bounds&format=jpeg&quality=85&width=330,2026-05-22T14:34:19.825+09:00,「無理」は敗北宣言じゃないという言葉、読んでいて救われた気持ちになりました。靴下さえ履けない朝のリアルさがダイレクトに伝わってきて、自分ごとのように感じます。
nc00feffc1f947,n04a058090875,26bc96b539f9cf25da47979b7187e43f,アルフレッド,game_system_alex,https://assets.st-note.com/production/uploads/images/278599343/profile_3352d7e75ad47397b4eee17486253d99.png?fit=bounds&format=jpeg&quality=85&width=330,2026-05-18T13:05:33.621+09:00,"ソックスエイド（靴下補助具）
靴下そのものではなく、靴下を履くための道具です。「足を突っ込むだけ」のイメージに一番近いのがこれです。
本体を丸めて靴下をかぶせ、足元に落として爪先を入れたら、紐を引いて本体を引き抜く仕組みです。内側は足が滑り込みやすいナイロン地、外側は靴下が落ちにくいタオル地になっていて、足がスルっと入ります。

各通販にありますので、これは如何？"
nc24d9cd4abf89,n04a058090875,290f76d99eb40b676ce764b1c2a200e3,Takanashi（たかなし）,takanashi_note01,https://assets.st-note.com/production/uploads/images/235786177/profile_d3248e02f9810e16a0daf3e4a02bee0b.png?fit=bounds&format=jpeg&quality=85&width=330,2026-05-17T14:49:24.581+09:00,"障害者差別防止法は、できております。
ですが、そこに「魂」がこもっていないように、私には感じられます。

周囲の人が、常に助けてくれるという「性善説を前提とした言葉」。
それは、助けてもらえなかった経験を持つ障害者にとって「机上の空論」にしか、感じられないと私も考えております。

私も、双極性障害を抱えています。
ですが、それでもなお「生きていける」という証明。
そして、行政書士と社労士を通して、障害者＝働けないという偏見を叩き壊す。
それこそが、私の「野望」です。"
nc33e8d4bfb2e0,n04a058090875,cd9874e4698bb33fb55297bea9795e52,青い空日和,aoisora374,https://assets.st-note.com/production/uploads/images/259480973/profile_f5cf3e807b985fa938926c883cec45f7.jpeg?fit=bounds&format=jpeg&quality=85&width=330,2026-05-17T10:23:49.976+09:00,"母ちゃんさん

いつも、文章と、イラスト、GIFから、すごいパワーをもらっています✨

感動🥹

わたしも、これくらいパワーのある記事書けるようになりたいなぁなんて思います🥰







"
ncc4f24053129e,n04a058090875,66e2987379db7049806918740f659440,猫の父さん@トトとチー,cat48_1010,https://assets.st-note.com/production/uploads/images/109734632/profile_0dc4f0096df28cd5fdd181154dc207ce.jpeg?fit=bounds&format=jpeg&quality=85&width=330,2026-05-16T17:56:07.109+09:00,"母ちゃん、こんばんは
読んでいて「グッ」ときました
気持が強いなあ、さすがですよ
もう脱帽です！！！

月5万円、必ず達成しましょう‼️"
nc5087ebad6b5f,n04a058090875,e0e121cd77bac3f01a7327a4b407d175,まるよか,yokayoka5103,https://assets.st-note.com/production/uploads/images/222786932/profile_7cd7089df475a85f46c7b0af61dddfe1.png?fit=bounds&format=jpeg&quality=85&width=330,2026-05-16T01:37:37.005+09:00,"母ちゃん　今日(いや、昨日か💦)ダメダメだったので😨母ちゃんのこの記事の言葉が余計染みました😢
綺麗ごとじゃない現実を生きている。母ちゃん&まるよか&わたしたち(>_<)

もやもやしながら、ヒトタラヲランド企画紹介記事を書く。と、いうギャップに内心ウケながら🤭気持ちをアゲ↑ていました😅
ふたつの世界があってよかった👍
母ちゃん　ありがとう🥰"
ncf42818d33840,n04a058090875,643b3a210ea9de6e2fb34d468c46184f,はんく・シュンタナ🐤『塩化ビニール系女子』AIクリエイター兼プロデューサー,hunk_shuntana,https://assets.st-note.com/production/uploads/images/263225098/profile_95c608cb929a9a994c4fa3ebadf5658a.jpg?fit=bounds&format=jpeg&quality=85&width=330,2026-05-16T00:44:13.884+09:00,"きのうの話、原点はここか。

同感だよ。きれいごとじゃあない。
母ちゃんの苦しみは誰も理解できても自分事じゃあないし誰もわからない。
それはオレに対してもだ。人は自分のことしかわからないからだ。

ここから先は有料部分。。。じゃなくてメールするわ。



"
nc550968d71be1,n04a058090875,00ae52b405af1b3def1ed83073b82ba8,余白ちゃん｜感情【生きづらさ】の翻訳家,yohaku_work,https://assets.st-note.com/production/uploads/images/263369656/profile_650d09e811bcdd94ea0a02e6f1db793c.png?fit=bounds&format=jpeg&quality=85&width=330,2026-05-15T18:04:58.810+09:00,"母ちゃんの叶えたい2つの夢、余白にも実は通ずるところがあって、すごく共感したっっ！！！
札束の扇つくろう！！！"
