note_key,like_user_id,like_username,like_user_urlname,liked_at,follower_count
ndf02a8a84e1a,12065734,nekoze,nekoze_0242,2026-03-28T14:37:36.000+09:00,4
ndf02a8a84e1a,13797430,Nick@botchi,witty_agapan9302,2026-03-28T11:29:14.000+09:00,31
ndf02a8a84e1a,2728277,小麦パン,kashiwanoha365,2026-03-28T06:01:07.000+09:00,265
ndf02a8a84e1a,11134952,R物語,safe_rat3057,2026-03-27T01:29:22.000+09:00,2
ndf02a8a84e1a,11840255,鈴森よいほ｜AIコンテンツクリエイター,yoiho25june,2026-03-26T04:00:24.000+09:00,646
ndf02a8a84e1a,11393454,ことほぎ,fond_lupine6701,2026-03-25T23:19:00.000+09:00,806
ndf02a8a84e1a,13137374,宇宙珍獣🦄🌬️ユル勇者あかね🧚,lovely_rose3365,2026-03-25T23:18:50.000+09:00,660
ndf02a8a84e1a,11905841,顔のない問い,sasoib_ehtal,2026-03-25T22:22:33.000+09:00,625
ndf02a8a84e1a,11006772,ゆるっと挑戦,wise_seal4334,2026-03-25T19:28:54.000+09:00,38
ndf02a8a84e1a,6781246,全力限界駅員👩🏻‍✈️｜【三桁日記×三行日記】毎日更新継続中,lovely_ixora10,2026-03-25T18:11:39.000+09:00,527
ndf02a8a84e1a,3188070,nanaco( なこ ),87style,2026-03-25T15:49:58.000+09:00,7
ndf02a8a84e1a,13628385,ヘクたろー|緑内障と付き合っている男,hekutaro_0520,2026-03-25T10:00:48.000+09:00,189
ndf02a8a84e1a,14051921,ゆるスピで生きてる人,yuru_spi,2026-03-25T09:36:11.000+09:00,29
ndf02a8a84e1a,14031798,サボるためのAI術,sabori_ai,2026-03-25T09:35:54.000+09:00,32
ndf02a8a84e1a,14044186,ゼロからAI活用,aiwork_tips,2026-03-24T21:48:03.000+09:00,1
ndf02a8a84e1a,12499785,ゆーしん,vivid_parrot6603,2026-03-24T19:09:55.000+09:00,0
ndf02a8a84e1a,1130361,６７歳|ピュアDreamむっちゃん先生,dream8127,2026-03-24T12:49:32.000+09:00,59
ndf02a8a84e1a,13544029,ダンプティ,clever_shark7309,2026-03-24T10:08:31.000+09:00,7
ndf02a8a84e1a,13879963,よっちゃん◎55歳から人生リスタート,imagataisetsu55,2026-03-24T09:06:16.000+09:00,41
ndf02a8a84e1a,36751,マツシン,everywhere30,2026-03-23T17:41:29.000+09:00,60
ndf02a8a84e1a,14031159,,tsumugi_hare1202,2026-03-22T23:01:16.000+09:00,0
ndf02a8a84e1a,12931859,TEN A,joyous_tiger5026,2026-03-22T22:51:21.000+09:00,361
ndf02a8a84e1a,12918849,ハジメ,hajime_ai,2026-03-22T18:12:13.000+09:00,179
ndf02a8a84e1a,7547534,メイシン,mei_shin,2026-03-22T11:28:55.000+09:00,3845
ndf02a8a84e1a,14031788,,clean_peony2039,2026-03-22T10:28:56.000+09:00,0
ndf02a8a84e1a,13520332,もかぽん｜noteビジネス全力組｜時間とお金と心の余裕を手に入れる＠フォロバ100,mocapon_960,2026-03-22T00:30:02.000+09:00,2934
ndf02a8a84e1a,11235387,mia_Shirahehe,clever_lilac8503,2026-03-21T22:18:29.000+09:00,55
ndf02a8a84e1a,13766358,補助金のプロ L'mooi,lmooi,2026-03-20T18:15:07.000+09:00,142
ndf02a8a84e1a,3653911,シュガー｜ハハッと笑える毎日を🪄💫,koto_318,2026-03-20T12:33:08.000+09:00,57
ndf02a8a84e1a,2240422,Brise,kt30najp,2026-03-20T10:28:56.000+09:00,6
ndf02a8a84e1a,12905133,ぎょうざ店長｜AIと経営の案内人,gyoza_tencho,2026-03-20T10:20:50.000+09:00,158
ndf02a8a84e1a,5611258,かよ,lucky_lily627,2026-03-20T09:23:39.000+09:00,451
ndf02a8a84e1a,12510080,アストラルコード,astral_code,2026-03-19T01:18:11.000+09:00,38
ndf02a8a84e1a,13986706,オールビギナー,beginner_pro2025,2026-03-18T20:46:19.000+09:00,13
ndf02a8a84e1a,12475078,白澤智広(ちひろ)@データサイエンティスト⚔️就労移行支援事業所スタッフ,sl_gijyutsu_ht,2026-03-18T17:58:13.000+09:00,48
ndf02a8a84e1a,13381760,資産形成note,r_i1356,2026-03-18T06:50:47.000+09:00,317
ndf02a8a84e1a,13926320,翻訳体,honyakutai,2026-03-17T23:18:24.000+09:00,8
ndf02a8a84e1a,8757447,ほとーり@海外マーケママ,hotorisan,2026-03-17T23:07:05.000+09:00,1059
ndf02a8a84e1a,8368828,cocochanhome,cocochanhome,2026-03-17T17:06:41.000+09:00,6
ndf02a8a84e1a,13356135,黒い黒パグ,ideal_slug1407,2026-03-17T15:34:48.000+09:00,645
ndf02a8a84e1a,1487456,こーいち|地方観光プロモーションとスキルアップセミナー講師@福岡,khiro19,2026-03-17T12:28:56.000+09:00,214
ndf02a8a84e1a,1983445,M,novel_yucca5079,2026-03-17T12:22:59.000+09:00,40
ndf02a8a84e1a,11927762,日々のこむぎ,apt_curlew2313,2026-03-17T05:17:01.000+09:00,136
ndf02a8a84e1a,13825318,じぇい＠AIエル,j_5billion_ai,2026-03-17T01:06:53.000+09:00,260
ndf02a8a84e1a,11183265,杜まひろ｜Mahiro.Mori,i_mori_mahiro,2026-03-16T18:07:02.000+09:00,517
ndf02a8a84e1a,12928865,ゆっきぃ,serene_arnica546,2026-03-16T16:49:08.000+09:00,8
ndf02a8a84e1a,13940575,つむぎ｜看護師の働き方💡ヒント,nurse_hints,2026-03-16T12:25:08.000+09:00,23
ndf02a8a84e1a,1491034,ぽけご｜AI記事に“魂”を宿すプロンプト設計術,pokego_ai,2026-03-16T09:09:33.000+09:00,1626
ndf02a8a84e1a,2627026,Rin｜遅咲きネイル作家｜ネイルチップ販売,ka4,2026-03-16T09:08:55.000+09:00,6
ndf02a8a84e1a,12707920,ぺぺ子たん,cheeky_hippo1044,2026-03-16T07:29:07.000+09:00,155
ndf02a8a84e1a,8269176,はしわか,hashiwaka_cue,2026-03-15T22:59:53.000+09:00,576
ndf02a8a84e1a,10289364,りな@HSPやさしい副業とnote運用,hspplus_rina,2026-03-15T17:20:56.000+09:00,6546
ndf02a8a84e1a,12649830,はやと🏍️バイク乗りの旅,hayato_motorcy,2026-03-15T16:58:23.000+09:00,655
ndf02a8a84e1a,12097284,産業ケアマネ宮城,hot_coyote5546,2026-03-15T14:16:04.000+09:00,785
ndf02a8a84e1a,11019929,くれーむぶりゅれ,sogmory,2026-03-15T08:45:02.000+09:00,27
ndf02a8a84e1a,13366653,ぱぴさん,papi_san,2026-03-15T08:32:16.000+09:00,77
ndf02a8a84e1a,13864928,AOI,fancy_kiwi3999,2026-03-14T22:52:54.000+09:00,5
ndf02a8a84e1a,10963575,なお｜隙間時間でnote収益化,nao_note777,2026-03-13T23:05:07.000+09:00,540
ndf02a8a84e1a,7481613,ぱち,clever_hebe985,2026-03-13T22:33:23.000+09:00,74
ndf02a8a84e1a,11419775,ACCEL AI,gentle_owl9684,2026-03-13T18:39:14.000+09:00,236
ndf02a8a84e1a,13576059,shun4287,holy_crocus4571,2026-03-13T14:01:00.000+09:00,90
ndf02a8a84e1a,13314024,たけのこ,chic_lilac3672,2026-03-12T21:23:00.000+09:00,0
ndf02a8a84e1a,12853411,みるぷり,mirupuri7,2026-03-12T16:13:21.000+09:00,178
ndf02a8a84e1a,13619727,Heart_me,clean_viper8590,2026-03-12T08:29:12.000+09:00,33
ndf02a8a84e1a,13641208,スマホAIもっち,grand_roses3348,2026-03-12T06:05:14.000+09:00,456
ndf02a8a84e1a,12327775,ご自愛研究所@うつ病・HSPのライフハック情報発信中！,g00d,2026-03-11T23:00:34.000+09:00,782
ndf02a8a84e1a,535586,ペンちゃん | Gemini専門のAI絵師,tnakabe,2026-03-11T22:23:12.000+09:00,403
ndf02a8a84e1a,13817216,Lune🌙｜何者でもない本来の私に還る時間,white_liora5202,2026-03-11T21:58:28.000+09:00,237
ndf02a8a84e1a,13913920,いちごラテ,15latte,2026-03-11T21:34:25.000+09:00,24
ndf02a8a84e1a,2493322,ミイコ,arigatou_happy,2026-03-11T19:46:27.000+09:00,3827
ndf02a8a84e1a,13919181,山ちゃん｜「知りたい」を資産に変えるノート,yama_tankyu777,2026-03-11T16:21:17.000+09:00,9
ndf02a8a84e1a,12504556,yasu,crisp_chives9637,2026-03-11T15:21:28.000+09:00,360
ndf02a8a84e1a,13931087,暗記革命・耳で合格🙌,mimide_goukaku,2026-03-11T14:04:59.000+09:00,5
ndf02a8a84e1a,715401,言の葉うさぎ💝整う生き方💝,kirakira1313,2026-03-11T12:59:00.000+09:00,412
ndf02a8a84e1a,13737067,アユム｜クラウドワークスの発注者が教えるAI副業,ayumu_ai,2026-03-11T11:33:47.000+09:00,15
ndf02a8a84e1a,13544633,京都工業株式会社,kyouto_kogyo,2026-03-11T11:31:07.000+09:00,9
ndf02a8a84e1a,13682888,そっとよりそう子育て,cute_iris1309,2026-03-11T10:25:51.000+09:00,351
